 rx_bytes_10 rx_bytes_25 rx_bytes_50 rx_bytes_75 rx_bytes_90 rx_bytes_99 rx_desc_10 rx_desc_25 rx_desc_50 rx_desc_75 rx_desc_90 rx_desc_99 tx_bytes_10 tx_bytes_25 tx_bytes_50 tx_bytes_75 tx_bytes_90 tx_bytes_99 tx_desc_10 tx_desc_25 tx_desc_50 tx_desc_75 tx_desc_90 tx_desc_99 instructions_10 instructions_25 instructions_50 instructions_75 instructions_90 instructions_99 llc_miss_10 llc_miss_25 llc_miss_50 llc_miss_75 llc_miss_90 llc_miss_99 cycles_10 cycles_25 cycles_50 cycles_75 cycles_90 cycles_99 ref_cycles_10 ref_cycles_25 ref_cycles_50 ref_cycles_75 ref_cycles_90 ref_cycles_99 joules_99 itr dvfs
16 2233.3 2877.0 3736.5 4863.0 6322.0 11799.009999999977 17.0 21.0 25.0 31.0 35.0 47.0 3181.3 4308.25 5805.0 7753.75 10279.7 18148.479999999996 43.0 53.0 66.0 80.0 97.0 163.0 5292991373.1 5838848089.25 6778034362.0 7671525904.0 8227539329.6 8565817247.75 86630703.0 88879836.75 92738000.5 96364343.25 98655686.4 100047649.2 19940782332.5 21017079486.25 22857380738.5 24602355729.75 25695445442.9 26358797446.72 37329504183.8 39121130072.25 42186566988.5 45110348351.5 46936753721.0 48035809512.24 1436667197.71 100 0x1500
17 0.0 0.0 60.0 120.0 183.0 755.6100000000006 0.0 0.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 121.0 293.0 1229.6100000000006 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 32831355031.6 33134767425.23 0.0 0.0 0.0 0.0 259532864.5 261038680.31 0.0 0.0 0.0 0.0 155967484688.9 157200493023.96 0.0 0.0 0.0 0.0 281380398295.0 283845550853.85 1330161342.29 100 0x1900
18 3016.0 3604.0 4401.0 5397.0 6544.5999999999985 9886.36 23.0 26.0 31.0 35.0 39.0 48.0 3885.4 4896.0 6159.0 7738.0 9561.0 14118.080000000002 53.0 61.0 71.0 81.0 91.0 110.0 19309247678.4 19906889507.0 20900229660.0 21888045049.0 22480383886.8 22840051732.52 149941894.0 152502323.0 156764436.0 161008751.0 163554613.4 165091228.88 48445321069.4 49512515039.0 51288668847.0 53057685110.0 54118855221.2 54760261280.72 105734593705.4 108161231502.0 112200418405.0 116222786932.0 118636238103.8 120094658940.52 1983003961.72 100 0xd00
19 0.0 60.0 133.0 279.0 474.0 1465.0 0.0 1.0 1.0 2.0 3.0 5.0 0.0 54.0 160.0 416.0 832.0 2388.0 0.0 1.0 3.0 6.0 8.0 13.0 0.0 0.0 0.0 0.0 12576121752.000002 14418411515.52 0.0 0.0 0.0 0.0 119408517.2 128036151.4 0.0 0.0 0.0 0.0 30237763144.600006 35065188144.8 0.0 0.0 0.0 0.0 65005046854.20001 76200114205.0 1392628416.16 100 0xd00
20 136.0 294.0 486.0 780.0 1192.0 2800.0 1.0 2.0 4.0 5.0 7.0 10.0 198.0 394.0 738.0 1269.0 1987.0 4331.77999999997 3.0 6.0 10.0 14.0 18.0 25.0 0.0 0.0 0.0 0.0 30862461334.1 36135132267.149994 0.0 0.0 0.0 0.0 207951503.1 231647868.29 0.0 0.0 0.0 0.0 73521428155.6 83301070180.26999 0.0 0.0 0.0 0.0 160447801095.6 182604177911.44998 2585968833.89 100 0xd00
21 0.0 60.0 134.0 280.0 477.0 1442.1499999999942 0.0 1.0 1.0 2.0 3.0 5.0 0.0 0.0 158.0 412.0 826.0 2422.149999999994 0.0 0.0 3.0 6.0 8.0 13.0 0.0 0.0 0.0 0.0 12439235675.0 14264860442.5 0.0 0.0 0.0 0.0 119627072.0 127542133.7 0.0 0.0 0.0 0.0 32103903930.5 36998447443.95 0.0 0.0 0.0 0.0 58792615008.0 68852368343.45 1411993350.55 100 0x1100
22 0.0 0.0 60.0 120.0 182.0 750.3600000000006 0.0 0.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 120.0 278.0 1254.7200000000012 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 594516711.8000001 887258826.5600001 0.0 0.0 0.0 0.0 104959207.4 106314700.96 0.0 0.0 0.0 0.0 12333614225.6 13445057723.84 0.0 0.0 0.0 0.0 26860987399.2 29084870949.920002 1227204363.0 100 0x1d00
23 0.0 60.0 104.0 160.0 255.0 930.0 0.0 1.0 1.0 2.0 2.0 4.0 0.0 0.0 0.0 149.0 402.0 1499.1599999999744 0.0 0.0 0.0 3.0 3.0 8.0 0.0 0.0 0.0 0.0 18386372560.600002 19073893085.18 0.0 0.0 0.0 0.0 187981224.20000002 191414565.72 0.0 0.0 0.0 0.0 89643862779.6 92095686558.52 0.0 0.0 0.0 0.0 171169345478.6 176054890218.02 1655120714.58 100 0x1500
24 158.0 310.0 500.0 800.0 1222.0 2863.0 1.0 2.0 4.0 5.0 7.0 10.0 195.0 389.0 733.0 1269.0 1988.0 4312.0 3.0 6.0 10.0 14.0 18.0 26.0 0.0 0.0 0.0 0.0 54996838705.0 60258806537.2 0.0 0.0 0.0 0.0 304433858.0 326207455.8 0.0 0.0 0.0 0.0 150725430304.0 162246457644.69998 0.0 0.0 0.0 0.0 241909646231.0 259187366014.19998 320959776.09999996 100 0x1b00
25 108.0 225.0 433.0 754.0 1277.0 3421.6900000000023 1.0 2.0 3.0 5.0 7.0 11.0 114.0 278.0 628.0 1222.0 2108.0 5322.690000000002 3.0 5.0 9.0 14.0 19.0 40.0 0.0 0.0 0.0 0.0 47392316592.799995 52260785598.19 0.0 0.0 0.0 0.0 307048224.4 325184538.22 0.0 0.0 0.0 0.0 123247963459.49995 132905608006.47 0.0 0.0 0.0 0.0 217356897069.7999 234492608793.73 3532347525.08 100 0x1300
26 0.0 60.0 106.0 166.0 270.0 947.0 0.0 1.0 1.0 2.0 2.0 4.0 0.0 0.0 0.0 148.0 396.0 1534.8899999999849 0.0 0.0 0.0 3.0 3.0 8.0 0.0 0.0 0.0 0.0 15201947210.8 15914863089.57 0.0 0.0 0.0 0.0 179943951.7 183370149.45 0.0 0.0 0.0 0.0 76022067218.4 78566933530.98 0.0 0.0 0.0 0.0 143889262868.4 148827317000.69998 931596429.18 100 0x1700
27 0.0 0.0 60.0 120.0 180.0 727.679999999993 0.0 0.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 122.0 295.0 1282.0 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 11146260782.4 11443426126.92 0.0 0.0 0.0 0.0 155896919.6 157327518.12 0.0 0.0 0.0 0.0 56644611701.8 57811506507.6 0.0 0.0 0.0 0.0 119099671571.4 121740073594.95999 3770134147.6 100 0xf00
28 102.0 172.0 333.0 544.0 864.0 2225.0 1.0 1.0 3.0 4.0 5.0 8.0 78.0 199.0 438.0 849.0 1437.0 3463.0 2.0 3.0 6.0 10.0 13.0 20.0 0.0 0.0 0.0 0.0 19235079452.0 22774073844.000004 0.0 0.0 0.0 0.0 156292337.8 171022658.60000002 0.0 0.0 0.0 0.0 60996307467.600006 69495235579.58 0.0 0.0 0.0 0.0 99992967857.6 113544976980.78001 2642838305.54 100 0x1b00
29 0.0 60.0 104.0 159.0 255.0 926.0 0.0 1.0 1.0 2.0 2.0 4.0 0.0 0.0 0.0 151.0 406.70000000001164 1560.0 0.0 0.0 0.0 3.0 3.0 8.0 0.0 0.0 0.0 0.0 34472350552.8 35153457598.73 0.0 0.0 0.0 0.0 268231046.3 271279508.21 0.0 0.0 0.0 0.0 163661391251.9 166092640759.73 0.0 0.0 0.0 0.0 295602740097.6 300225169943.29 1952901376.57 100 0x1900
30 102.0 169.0 332.0 546.0 873.0 2235.0 1.0 1.0 3.0 4.0 5.0 8.0 78.0 199.0 436.0 847.0 1436.0 3422.0 2.0 3.0 6.0 10.0 13.0 20.0 0.0 0.0 0.0 0.0 28750283320.600002 32310690959.76 0.0 0.0 0.0 0.0 186961060.6 203376018.28 0.0 0.0 0.0 0.0 67283520932.4 75002883847.72 0.0 0.0 0.0 0.0 133844246139.6 150012438735.0 2352614952.4 100 0xf00
31 0.0 60.0 104.0 160.0 257.0 925.0 0.0 1.0 1.0 2.0 2.0 4.0 0.0 0.0 0.0 150.0 404.0 1494.0 0.0 0.0 0.0 3.0 3.0 8.0 0.0 0.0 0.0 0.0 5617881498.099999 6329193409.570001 0.0 0.0 0.0 0.0 130289747.8 133771829.32000001 0.0 0.0 0.0 0.0 33259928570.899998 35779475166.33 0.0 0.0 0.0 0.0 67943364850.0 73128011625.41 2442067304.79 100 0x1300
32 0.0 94.0 145.0 290.0 489.0 1494.0 0.0 1.0 1.0 2.0 3.0 5.0 0.0 0.0 161.0 417.0 828.0 2364.899999999994 0.0 0.0 3.0 6.0 8.0 13.0 0.0 0.0 0.0 0.0 37162669845.0 39022941992.3 0.0 0.0 0.0 0.0 226219764.0 235057021.79999998 0.0 0.0 0.0 0.0 97102567799.0 102332930592.2 0.0 0.0 0.0 0.0 164664651557.0 174498326804.1 2959181094.7 100 0x1500
33 120.0 252.0 457.0 731.0 1129.0 2666.0 1.0 2.0 3.0 5.0 6.0 10.0 197.0 391.0 735.0 1271.0 1983.0 4357.059999999998 3.0 6.0 10.0 14.0 18.0 26.0 0.0 0.0 0.0 0.0 40746203560.6 45914590422.86 0.0 0.0 0.0 0.0 239977853.4 262997599.85999998 0.0 0.0 0.0 0.0 94172067901.20001 104309795668.14 0.0 0.0 0.0 0.0 189179914384.40002 209856975499.58 2939404342.34 100 0xf00
34 138.0 299.0 488.0 782.0 1191.0 2736.0 1.0 2.0 4.0 5.0 7.0 10.0 196.0 390.0 731.0 1267.0 1994.0 4367.010000000009 3.0 6.0 10.0 14.0 18.0 26.0 0.0 0.0 0.0 0.0 422607696.90000045 5689702387.720003 0.0 0.0 0.0 0.0 59128831.400000006 82046933.08000001 0.0 0.0 0.0 0.0 4892125234.800002 16387510265.670006 0.0 0.0 0.0 0.0 9072729515.100004 26972366791.79001 929828404.96 100 0x1900
35 0.0 0.0 102.0 142.0 245.0 878.0 0.0 0.0 1.0 1.0 2.0 4.0 0.0 0.0 0.0 153.0 408.0 1526.9599999999919 0.0 0.0 0.0 3.0 4.0 8.0 0.0 0.0 0.0 0.0 21462352020.8 22137239377.0 0.0 0.0 0.0 0.0 203180200.0 206426321.76 0.0 0.0 0.0 0.0 101985052987.6 104347214924.84 0.0 0.0 0.0 0.0 205469353103.0 210510545137.32 2449797675.0 100 0x1100
36 0.0 60.0 133.0 278.0 476.0 1468.0 0.0 1.0 1.0 2.0 3.0 5.0 0.0 78.0 160.0 417.0 830.0 2370.920000000013 0.0 2.0 3.0 6.0 8.0 13.0 0.0 0.0 0.0 0.0 6431141718.400002 8246693126.240002 0.0 0.0 0.0 0.0 85480149.80000001 93072814.04 0.0 0.0 0.0 0.0 19381149381.200005 24581281777.200005 0.0 0.0 0.0 0.0 29502684915.400005 38223424808.28001 1161563400.3600001 100 0x1d00
37 0.0 0.0 60.0 120.0 180.0 713.1399999999994 0.0 0.0 1.0 1.0 2.0 3.0 0.0 0.0 0.0 123.0 299.0 1266.1399999999994 0.0 0.0 0.0 3.0 3.0 6.0 0.0 0.0 0.0 0.0 19848172664.6 20138945834.12 0.0 0.0 0.0 0.0 195727170.4 197134968.5 0.0 0.0 0.0 0.0 94708497007.8 95858986312.08 0.0 0.0 0.0 0.0 190863441159.0 193383747958.0 1859518059.12 100 0x1100
